Actual_Churn,Predicted_Prob,Prescriptive_Action,Lifetime_Value,Country,City,Membership_Years
0,0.13728658409869582,Do Not Intervene,3155.43,France,Paris,1.0
1,0.518676020042326,Trigger Retention Campaign (15% Discount),886.85,USA,Houston,1.6
0,0.1424316665464573,Do Not Intervene,1602.08,USA,Chicago,1.4
1,0.9285606846423532,Trigger Retention Campaign (15% Discount),2843.91,UK,London,2.6
0,0.16428310219042072,Do Not Intervene,1849.12,USA,Los Angeles,3.8
1,0.6075620615143483,Trigger Retention Campaign (15% Discount),1549.65,India,Bangalore,2.7
0,0.2770442250757041,Do Not Intervene,766.0,USA,Houston,2.0
0,0.16167941156111149,Do Not Intervene,1341.96,UK,Leeds,6.2
0,0.11202193842468472,Do Not Intervene,708.43,Germany,Munich,5.7
1,0.9005745105216747,Trigger Retention Campaign (15% Discount),4134.7,USA,Chicago,5.8
0,0.14482876128107536,Do Not Intervene,4219.88,Germany,Berlin,0.5
0,0.08561075380059208,Do Not Intervene,1619.61,India,Delhi,4.5
0,0.1083300491665184,Do Not Intervene,1372.42,Canada,Vancouver,3.4
0,0.16191288530365458,Do Not Intervene,2191.62,France,Toulouse,2.3
0,0.1679181309164047,Do Not Intervene,2204.89,India,Delhi,5.1
1,0.7781118174085124,Trigger Retention Campaign (15% Discount),3759.67,Japan,Yokohama,1.3
0,0.12187054369855826,Do Not Intervene,4172.22,USA,Los Angeles,1.8
0,0.11868254465232422,Do Not Intervene,1186.72,Canada,Vancouver,0.6
0,0.1154569669220625,Do Not Intervene,1668.88,Germany,Cologne,4.1
0,0.21432000299848994,Do Not Intervene,899.04,India,Hyderabad,1.6
1,0.952192827262936,Trigger Retention Campaign (15% Discount),1210.36,USA,Chicago,3.5
0,0.23755396662947426,Do Not Intervene,1579.77,India,Delhi,1.8
1,0.826047776576644,Trigger Retention Campaign (15% Discount),1884.72,USA,Los Angeles,3.0
0,0.14680415924403614,Do Not Intervene,3026.02,India,Mumbai,1.4
0,0.5251629138039691,Trigger Retention Campaign (15% Discount),772.55,Germany,Cologne,1.3
0,0.28566773979482146,Trigger Retention Campaign (15% Discount),1557.93,USA,Chicago,8.5
1,0.1523196316247427,Do Not Intervene,813.22,Germany,Berlin,2.6
0,0.17167028177578023,Do Not Intervene,1470.41,USA,Chicago,0.6
0,0.17840118374366992,Do Not Intervene,3071.8,USA,New York,6.1
0,0.15466566838323398,Do Not Intervene,1662.27,USA,New York,3.8
0,0.17700901980818626,Do Not Intervene,1495.46,Australia,Adelaide,4.6
0,0.08224939618454327,Do Not Intervene,653.14,UK,London,1.1
0,0.1851630070375732,Do Not Intervene,1772.7,USA,Los Angeles,1.5
0,0.16643124064834694,Do Not Intervene,2120.51,UK,London,3.5
0,0.17239465994278166,Do Not Intervene,778.69,Germany,Frankfurt,1.5
0,0.13463032421658108,Do Not Intervene,2960.73,USA,New York,1.5
0,0.3897848896522956,Trigger Retention Campaign (15% Discount),600.64,USA,Houston,1.0
0,0.08452711347421944,Do Not Intervene,3045.57,France,Marseille,2.3
1,0.7729626014772765,Trigger Retention Campaign (15% Discount),1097.27,Germany,Munich,0.5
0,0.33651314055770476,Trigger Retention Campaign (15% Discount),709.81,Germany,Hamburg,4.6
0,0.566855852001314,Trigger Retention Campaign (15% Discount),343.38,USA,Chicago,2.0
0,0.10204045205727712,Do Not Intervene,978.09,India,Mumbai,1.1
1,0.9199099700482084,Trigger Retention Campaign (15% Discount),326.26,France,Toulouse,2.0
1,0.8132106625957732,Trigger Retention Campaign (15% Discount),528.02,Canada,Calgary,3.4
1,0.8544204142679374,Trigger Retention Campaign (15% Discount),2466.14,Canada,Ottawa,6.0
0,0.2069304163564019,Do Not Intervene,749.0,USA,Los Angeles,1.4
1,0.8551852424953517,Trigger Retention Campaign (15% Discount),1929.14,France,Toulouse,1.2
0,0.15861947570851448,Do Not Intervene,890.89,India,Chennai,1.0
0,0.33474483426979035,Trigger Retention Campaign (15% Discount),1048.7,Canada,Calgary,3.2
0,0.25682105951290035,Do Not Intervene,2718.08,Germany,Cologne,5.5
0,0.16388369341713419,Do Not Intervene,1711.65,UK,Manchester,5.8
0,0.2612939005746704,Do Not Intervene,1731.4,India,Chennai,0.5
0,0.24010422934958572,Do Not Intervene,2045.8,USA,Houston,3.2
1,0.7554126495533312,Trigger Retention Campaign (15% Discount),1054.47,Germany,Hamburg,3.9
0,0.2088954595275527,Do Not Intervene,644.99,USA,Phoenix,1.6
0,0.10795825042756586,Do Not Intervene,1084.39,USA,Los Angeles,2.7
0,0.1586450900410046,Do Not Intervene,1496.48,Canada,Calgary,2.0
0,0.14147604421482385,Do Not Intervene,3560.17,Canada,Ottawa,1.2
0,0.3061488720377314,Trigger Retention Campaign (15% Discount),653.59,USA,New York,4.8
0,0.09944651333476667,Do Not Intervene,1143.86,USA,Chicago,1.4
1,0.8979057959763572,Trigger Retention Campaign (15% Discount),2627.32,India,Hyderabad,5.4
1,0.49927531776298884,Trigger Retention Campaign (15% Discount),721.98,USA,Phoenix,0.9
1,0.9263165208501597,Trigger Retention Campaign (15% Discount),3267.99,India,Mumbai,1.4
1,0.7808710551850427,Trigger Retention Campaign (15% Discount),1860.77,UK,Manchester,0.7
0,0.13178442121033146,Do Not Intervene,1754.27,USA,Chicago,1.0
0,0.23526375490368115,Do Not Intervene,486.75,India,Hyderabad,3.3
0,0.1355828721472504,Do Not Intervene,1199.36,Japan,Tokyo,0.8
0,0.16400614372596928,Do Not Intervene,1359.6,USA,Chicago,5.9
1,0.8977057347161066,Trigger Retention Campaign (15% Discount),2387.1,USA,Houston,1.2
1,0.11937789380929202,Do Not Intervene,981.34,USA,Phoenix,3.7
0,0.10514080848602882,Do Not Intervene,1008.47,Australia,Brisbane,1.4
1,0.9058151270256286,Trigger Retention Campaign (15% Discount),2483.43,Germany,Cologne,0.8
1,0.9307037898457915,Trigger Retention Campaign (15% Discount),2941.69,USA,Chicago,2.4
0,0.32484141223210267,Trigger Retention Campaign (15% Discount),774.26,USA,New York,2.9
0,0.1723176892151351,Do Not Intervene,1709.7,Germany,Cologne,5.5
1,0.27765818985878266,Do Not Intervene,1255.54,Canada,Toronto,1.4
0,0.1014588498394159,Do Not Intervene,3502.24,Canada,Vancouver,2.9
0,0.09671371785553949,Do Not Intervene,2343.47,USA,Houston,6.8
0,0.40093894302780714,Trigger Retention Campaign (15% Discount),1125.42,USA,Los Angeles,2.5
0,0.34337436368801105,Trigger Retention Campaign (15% Discount),760.05,UK,Leeds,1.8
0,0.13109196919535537,Do Not Intervene,1862.3,USA,Phoenix,5.2
1,0.9201239691751488,Trigger Retention Campaign (15% Discount),2441.63,Japan,Osaka,2.6
1,0.5116825621065183,Trigger Retention Campaign (15% Discount),1448.84,USA,Los Angeles,2.0
0,0.1846640472280633,Do Not Intervene,302.52,Australia,Brisbane,0.1
0,0.2822512760578985,Trigger Retention Campaign (15% Discount),668.95,France,Toulouse,0.6
0,0.2751721617115825,Do Not Intervene,653.71,Japan,Tokyo,1.9
0,0.15276773558265713,Do Not Intervene,2165.77,Australia,Sydney,3.0
1,0.7352093284618628,Trigger Retention Campaign (15% Discount),720.77,USA,New York,2.3
0,0.14492370764479512,Do Not Intervene,3957.11,Canada,Vancouver,1.3
0,0.08845747356513395,Do Not Intervene,1071.35,France,Paris,3.5
0,0.12405439945938078,Do Not Intervene,981.54,USA,Chicago,1.9
0,0.07963991939036794,Do Not Intervene,1543.0,UK,Manchester,1.1
1,0.8060608983035658,Trigger Retention Campaign (15% Discount),911.65,India,Hyderabad,0.9
0,0.09770765208533572,Do Not Intervene,1550.57,USA,New York,5.2
0,0.27034676384726675,Do Not Intervene,580.11,USA,Houston,2.4
0,0.10374372768606537,Do Not Intervene,1248.14,Japan,Yokohama,0.6
0,0.2545421455157981,Do Not Intervene,6381.99,Germany,Cologne,1.9
1,0.7739304538344962,Trigger Retention Campaign (15% Discount),1674.66,USA,Los Angeles,2.6
0,0.24378237732317876,Do Not Intervene,471.62,Canada,Calgary,3.4
0,0.1508853044691955,Do Not Intervene,1238.18,USA,Chicago,2.6
0,0.1288228530960446,Do Not Intervene,1290.87,Germany,Berlin,1.4
1,0.899271048475436,Trigger Retention Campaign (15% Discount),1988.09,France,Toulouse,1.6
0,0.5907466362013322,Trigger Retention Campaign (15% Discount),289.67,Japan,Tokyo,2.2
0,0.3856847692039189,Trigger Retention Campaign (15% Discount),1178.91,Japan,Yokohama,3.0
0,0.12778732947034072,Do Not Intervene,753.08,USA,Houston,0.9
0,0.1366497710313812,Do Not Intervene,1347.43,USA,Phoenix,4.0
0,0.15129353096724027,Do Not Intervene,991.75,Japan,Osaka,2.9
0,0.11507342108773566,Do Not Intervene,411.8,France,Lyon,0.7
0,0.11595466401399941,Do Not Intervene,870.1,USA,Chicago,4.3
0,0.08875349348298427,Do Not Intervene,989.5,USA,Chicago,3.2
0,0.28886105429549697,Trigger Retention Campaign (15% Discount),513.75,India,Delhi,5.1
1,0.0900947882300099,Do Not Intervene,1250.91,USA,Los Angeles,2.8
0,0.32999637359600414,Trigger Retention Campaign (15% Discount),637.18,France,Paris,10.0
0,0.11521754461119142,Do Not Intervene,1011.16,USA,Los Angeles,10.0
1,0.21563292540601292,Do Not Intervene,419.8,USA,Phoenix,1.8
0,0.1496239188669625,Do Not Intervene,497.92,Canada,Vancouver,4.9
0,0.18064534389947107,Do Not Intervene,600.26,France,Marseille,4.7
0,0.16329570368004748,Do Not Intervene,2899.54,USA,Chicago,3.3
0,0.11576959114390775,Do Not Intervene,1023.6,USA,Los Angeles,1.9
0,0.16037827240069633,Do Not Intervene,4095.27,USA,New York,4.2
0,0.07907945306747002,Do Not Intervene,689.25,UK,Birmingham,1.5
0,0.13872248768524237,Do Not Intervene,1008.12,Australia,Perth,0.6
0,0.1268072469844573,Do Not Intervene,1539.48,UK,Leeds,2.9
1,0.8121751202404153,Trigger Retention Campaign (15% Discount),504.03,USA,Houston,3.7
0,0.09758347513298327,Do Not Intervene,1319.03,USA,New York,1.7
0,0.39210045465933474,Trigger Retention Campaign (15% Discount),338.86,UK,Birmingham,1.7
0,0.34208446806760834,Trigger Retention Campaign (15% Discount),1332.51,UK,Leeds,7.1
0,0.13484916711440864,Do Not Intervene,1533.8,Canada,Vancouver,8.9
0,0.2057935098324866,Do Not Intervene,913.62,USA,Chicago,4.2
0,0.25524990483315224,Do Not Intervene,718.12,UK,Birmingham,2.8
0,0.1263369471408088,Do Not Intervene,1448.79,Canada,Montreal,4.0
0,0.14676440231179425,Do Not Intervene,681.87,USA,Los Angeles,3.6
0,0.11038924042441213,Do Not Intervene,1118.52,USA,Phoenix,4.9
0,0.09605533695376747,Do Not Intervene,2633.54,UK,London,0.7
1,0.7853920780610317,Trigger Retention Campaign (15% Discount),179.66,Canada,Vancouver,0.6
1,0.889078288237866,Trigger Retention Campaign (15% Discount),2163.97,USA,Phoenix,2.9
0,0.08251726999215066,Do Not Intervene,1457.04,Canada,Vancouver,2.2
1,0.8300991949338195,Trigger Retention Campaign (15% Discount),1927.73,Germany,Cologne,1.2
1,0.9321572025888055,Trigger Retention Campaign (15% Discount),3079.12,UK,Birmingham,3.0
1,0.9604012071569196,Trigger Retention Campaign (15% Discount),477.82,Australia,Brisbane,1.8
0,0.18065190819692503,Do Not Intervene,2622.99,Germany,Cologne,2.8
0,0.10197437787276616,Do Not Intervene,1078.73,UK,Birmingham,5.8
0,0.12028310893298673,Do Not Intervene,1083.88,Canada,Ottawa,2.4
1,0.5106980779701866,Trigger Retention Campaign (15% Discount),419.0,Japan,Osaka,1.9
0,0.1688614899110917,Do Not Intervene,847.83,France,Nice,0.7
1,0.7632973471242208,Trigger Retention Campaign (15% Discount),1991.86,Germany,Munich,1.6
0,0.15572543376863876,Do Not Intervene,836.05,UK,Manchester,7.1
0,0.22075607382403917,Do Not Intervene,865.72,UK,Manchester,1.7
0,0.4265747699084191,Trigger Retention Campaign (15% Discount),602.35,Canada,Ottawa,6.0
0,0.1630174661273566,Do Not Intervene,1189.95,France,Toulouse,2.2
0,0.13256906247799796,Do Not Intervene,3287.63,USA,Los Angeles,0.9
0,0.15157787756669205,Do Not Intervene,1420.51,USA,Chicago,6.2
0,0.13011299528497283,Do Not Intervene,1005.41,Canada,Calgary,3.6
0,0.13842585714802808,Do Not Intervene,3456.23,UK,Manchester,5.2
0,0.3677329626716153,Trigger Retention Campaign (15% Discount),541.48,Germany,Hamburg,4.8
0,0.19542634356738262,Do Not Intervene,1196.01,Japan,Kyoto,1.5
0,0.10633510186458171,Do Not Intervene,605.44,Canada,Toronto,2.0
1,0.7414487105838797,Trigger Retention Campaign (15% Discount),313.27,Canada,Toronto,0.1
1,0.6194348209984374,Trigger Retention Campaign (15% Discount),297.27,Canada,Ottawa,2.9
0,0.10187370714165843,Do Not Intervene,1402.41,USA,Phoenix,4.5
0,0.3588740384117773,Trigger Retention Campaign (15% Discount),634.62,France,Nice,3.0
1,0.2935363168913678,Trigger Retention Campaign (15% Discount),452.02,USA,Phoenix,6.0
0,0.168876885619825,Do Not Intervene,2379.61,Germany,Hamburg,6.9
0,0.4039346095564123,Trigger Retention Campaign (15% Discount),667.4,UK,Birmingham,3.4
1,0.7363583094224393,Trigger Retention Campaign (15% Discount),1191.66,India,Hyderabad,1.4
0,0.40978686092983874,Trigger Retention Campaign (15% Discount),429.23,USA,Phoenix,2.3
0,0.08942661596225747,Do Not Intervene,1176.0,USA,Los Angeles,4.0
1,0.09840446262731727,Do Not Intervene,1363.55,Germany,Munich,5.0
0,0.16222446074061891,Do Not Intervene,2066.11,Canada,Vancouver,1.4
0,0.10550590615943334,Do Not Intervene,1034.71,UK,Glasgow,2.9
0,0.21788865974742325,Do Not Intervene,2095.61,USA,Phoenix,7.4
0,0.16039303780376918,Do Not Intervene,2059.61,Germany,Hamburg,4.6
1,0.552873085622625,Trigger Retention Campaign (15% Discount),1442.46,Japan,Tokyo,2.6
0,0.2550788041045107,Do Not Intervene,735.52,USA,Houston,3.7
1,0.7100757413942486,Trigger Retention Campaign (15% Discount),1519.59,USA,New York,0.2
0,0.3140637646583645,Trigger Retention Campaign (15% Discount),488.44,UK,Manchester,6.9
0,0.2581270044319359,Do Not Intervene,1494.04,India,Delhi,1.2
0,0.17010450774857372,Do Not Intervene,1028.89,USA,Los Angeles,4.9
0,0.14676714954770673,Do Not Intervene,750.49,Japan,Nagoya,1.0
1,0.785068426880922,Trigger Retention Campaign (15% Discount),1951.51,Australia,Adelaide,1.2
0,0.213825229490047,Do Not Intervene,1369.31,USA,Los Angeles,0.6
0,0.2068586826979252,Do Not Intervene,1258.07,UK,Manchester,10.0
0,0.14293250542247438,Do Not Intervene,3935.6,UK,Birmingham,6.4
0,0.40404664827103426,Trigger Retention Campaign (15% Discount),665.75,Canada,Vancouver,3.5
0,0.36441345362470434,Trigger Retention Campaign (15% Discount),884.05,USA,Houston,1.8
1,0.8123223565870318,Trigger Retention Campaign (15% Discount),461.31,France,Lyon,3.2
0,0.12386370397086885,Do Not Intervene,2580.38,UK,Manchester,1.5
0,0.1616078123444438,Do Not Intervene,2388.02,India,Delhi,4.2
1,0.7243332538915565,Trigger Retention Campaign (15% Discount),1901.4,USA,New York,3.7
1,0.26090287116666355,Do Not Intervene,754.84,USA,Houston,1.6
0,0.1261815786332692,Do Not Intervene,777.42,USA,Los Angeles,1.0
1,0.6841300196353918,Trigger Retention Campaign (15% Discount),1520.31,USA,Los Angeles,0.7
0,0.18400792452753365,Do Not Intervene,547.69,India,Bangalore,2.4
0,0.12377229485627807,Do Not Intervene,1933.63,Germany,Cologne,0.7
0,0.12652090607850688,Do Not Intervene,3644.4,Australia,Brisbane,2.7
0,0.11530811555352816,Do Not Intervene,1085.72,UK,Birmingham,1.9
0,0.10960217069905895,Do Not Intervene,1465.84,USA,Chicago,1.3
0,0.10297945636241844,Do Not Intervene,1488.21,USA,Chicago,1.6
1,0.8629750413500177,Trigger Retention Campaign (15% Discount),319.68,Australia,Brisbane,3.0
1,0.1415464376422319,Do Not Intervene,1550.31,India,Bangalore,2.1
0,0.1705388841309461,Do Not Intervene,3418.28,Australia,Perth,1.4
1,0.9058409645696899,Trigger Retention Campaign (15% Discount),3192.28,USA,Phoenix,0.9
0,0.14449994894513243,Do Not Intervene,2701.16,USA,New York,1.7
0,0.1893557965315849,Do Not Intervene,2102.3,USA,Phoenix,2.7
1,0.7866867042327023,Trigger Retention Campaign (15% Discount),3789.69,Australia,Perth,3.7
1,0.6422107719525204,Trigger Retention Campaign (15% Discount),552.9,Japan,Nagoya,1.5
0,0.22092172590764125,Do Not Intervene,5430.21,Canada,Vancouver,0.4127421496624978
0,0.14384242940670913,Do Not Intervene,3706.05,UK,Birmingham,5.4
1,0.44572558716184807,Trigger Retention Campaign (15% Discount),1203.74,Germany,Cologne,1.8
0,0.17502810278384662,Do Not Intervene,1344.56,UK,Birmingham,2.0
1,0.9448536037820665,Trigger Retention Campaign (15% Discount),289.0,USA,New York,6.4
1,0.8297988061390115,Trigger Retention Campaign (15% Discount),335.61,USA,Chicago,4.9
1,0.9622951988412263,Trigger Retention Campaign (15% Discount),91.22,UK,Birmingham,3.3
0,0.3025444608598773,Trigger Retention Campaign (15% Discount),652.86,USA,Phoenix,7.0
1,0.8024561088979947,Trigger Retention Campaign (15% Discount),2965.25,Canada,Toronto,1.4
1,0.7398305418126817,Trigger Retention Campaign (15% Discount),733.84,Canada,Toronto,5.2
1,0.7665278043389523,Trigger Retention Campaign (15% Discount),594.3,UK,London,4.9
0,0.25960690760996136,Do Not Intervene,1310.99,Canada,Toronto,1.3
0,0.3639896661198514,Trigger Retention Campaign (15% Discount),532.05,India,Hyderabad,2.8
0,0.16652489765922499,Do Not Intervene,868.36,UK,Glasgow,6.8
0,0.13152107793292045,Do Not Intervene,863.73,USA,Houston,2.9
0,0.318174938256437,Trigger Retention Campaign (15% Discount),984.53,UK,Birmingham,0.9
0,0.14660780416854696,Do Not Intervene,1807.29,USA,Houston,1.2
1,0.8573299871273082,Trigger Retention Campaign (15% Discount),350.12,UK,Birmingham,0.2
0,0.11063885316664812,Do Not Intervene,2417.09,USA,Chicago,3.3
0,0.21417721868746184,Do Not Intervene,1076.1,USA,Houston,2.1
1,0.29983074221713324,Trigger Retention Campaign (15% Discount),432.25,Canada,Toronto,1.1
0,0.19714589099788588,Do Not Intervene,1741.54,UK,Leeds,10.0
0,0.1456290669844591,Do Not Intervene,2434.48,Japan,Nagoya,4.7
1,0.5914967409608402,Trigger Retention Campaign (15% Discount),616.79,Japan,Osaka,0.8
0,0.16259257784643896,Do Not Intervene,1533.36,Germany,Hamburg,2.4
0,0.2296192838476882,Do Not Intervene,440.17,Canada,Montreal,7.3
0,0.08004099758707559,Do Not Intervene,1617.89,USA,Chicago,1.5
0,0.29156446920822704,Trigger Retention Campaign (15% Discount),657.78,India,Mumbai,2.9
1,0.744316411413596,Trigger Retention Campaign (15% Discount),1326.03,UK,Leeds,6.2
1,0.6638289301061449,Trigger Retention Campaign (15% Discount),458.36,Australia,Adelaide,2.8
0,0.14658396831315554,Do Not Intervene,1093.47,India,Delhi,4.4
0,0.11319088362975849,Do Not Intervene,1320.45,Australia,Perth,1.6
0,0.12629165136743478,Do Not Intervene,4415.7,Canada,Calgary,3.4
0,0.1484722053548126,Do Not Intervene,2323.1,Germany,Hamburg,2.7
1,0.911885211587014,Trigger Retention Campaign (15% Discount),2061.99,USA,Houston,1.6
1,0.6238712225194631,Trigger Retention Campaign (15% Discount),1074.04,USA,Phoenix,1.8
1,0.7570202218926023,Trigger Retention Campaign (15% Discount),1984.01,UK,Birmingham,3.5
0,0.11990373916607093,Do Not Intervene,431.11,UK,London,3.6
0,0.4267129721006495,Trigger Retention Campaign (15% Discount),1059.1,UK,Manchester,3.1
0,0.513122643393231,Trigger Retention Campaign (15% Discount),379.23,Australia,Sydney,5.4
0,0.08659001483080903,Do Not Intervene,1333.03,UK,Leeds,9.9
1,0.3607970212868916,Trigger Retention Campaign (15% Discount),676.13,USA,Phoenix,1.7
0,0.1401675156490107,Do Not Intervene,3391.69,UK,Birmingham,1.2
0,0.20520415156966285,Do Not Intervene,260.18,USA,Phoenix,3.7
0,0.5842886066235364,Trigger Retention Campaign (15% Discount),521.0,USA,Phoenix,3.6
0,0.08373362845588916,Do Not Intervene,1123.75,USA,New York,1.5
1,0.838165758098375,Trigger Retention Campaign (15% Discount),266.82,Germany,Hamburg,3.3
0,0.2124880826312346,Do Not Intervene,636.91,USA,Chicago,0.3
0,0.1306060451528576,Do Not Intervene,1044.16,Canada,Montreal,2.7
0,0.14594393015911433,Do Not Intervene,1970.2,India,Chennai,1.0
0,0.07880702642179568,Do Not Intervene,834.59,USA,Houston,0.6
0,0.09292483994050206,Do Not Intervene,1495.92,Canada,Montreal,4.3
0,0.11705902323841169,Do Not Intervene,2199.94,USA,New York,1.1
0,0.30604419482053646,Trigger Retention Campaign (15% Discount),739.56,Japan,Kyoto,2.9
1,0.16634897721939854,Do Not Intervene,1288.31,USA,Los Angeles,2.3
0,0.1699738131198526,Do Not Intervene,2195.56,UK,Manchester,3.9
0,0.12832461554591604,Do Not Intervene,5282.58,Australia,Sydney,4.2
0,0.10473544030978506,Do Not Intervene,4664.21,USA,Phoenix,3.3
0,0.13239070097103095,Do Not Intervene,2272.67,UK,London,3.3
0,0.47105832194867814,Trigger Retention Campaign (15% Discount),906.76,USA,New York,3.4
0,0.18815114333193395,Do Not Intervene,1380.39,UK,London,3.2
0,0.1807531135910353,Do Not Intervene,1461.9,Canada,Vancouver,1.1
0,0.09379082260386117,Do Not Intervene,887.46,Germany,Cologne,2.3
0,0.1372064348665745,Do Not Intervene,3174.92,Australia,Perth,6.1
1,0.6238338709495251,Trigger Retention Campaign (15% Discount),838.89,UK,Birmingham,2.8
0,0.2295387587871693,Do Not Intervene,1254.19,USA,Los Angeles,2.5
0,0.25935316063070846,Do Not Intervene,1746.18,Canada,Vancouver,0.3
0,0.31667552785067526,Trigger Retention Campaign (15% Discount),1243.46,UK,Birmingham,0.5
0,0.7755988536419294,Trigger Retention Campaign (15% Discount),338.82,France,Nice,2.4
1,0.875024005654367,Trigger Retention Campaign (15% Discount),2136.72,Germany,Cologne,5.3
0,0.1920310038991835,Do Not Intervene,4844.69,Canada,Calgary,6.2
0,0.3203322328579406,Trigger Retention Campaign (15% Discount),1229.51,Canada,Calgary,1.7
0,0.1503504326008023,Do Not Intervene,923.91,UK,Manchester,1.6
0,0.24722407355994305,Do Not Intervene,1132.17,India,Chennai,1.4
0,0.15535214197530048,Do Not Intervene,1338.1,France,Nice,9.0
1,0.8963414621902043,Trigger Retention Campaign (15% Discount),2924.36,Canada,Montreal,3.3
1,0.24225770728471463,Do Not Intervene,3026.08,USA,Houston,1.6
1,0.8402752816895955,Trigger Retention Campaign (15% Discount),3902.28,USA,New York,2.8
0,0.12416214552799022,Do Not Intervene,2807.64,Australia,Sydney,3.9
1,0.24885747998340627,Do Not Intervene,5121.43,USA,Chicago,2.4
0,0.11796453701619607,Do Not Intervene,1440.29,Canada,Montreal,6.2
1,0.903766417755319,Trigger Retention Campaign (15% Discount),880.71,USA,Phoenix,2.2
0,0.1599266427877611,Do Not Intervene,550.26,USA,New York,7.9
1,0.6713759523645387,Trigger Retention Campaign (15% Discount),486.84,Australia,Adelaide,0.7
0,0.5348124848904413,Trigger Retention Campaign (15% Discount),225.15,Germany,Cologne,3.4
0,0.2089807053821575,Do Not Intervene,857.81,USA,New York,5.4
1,0.6341292159409598,Trigger Retention Campaign (15% Discount),348.49,UK,Birmingham,3.0
0,0.141880222949627,Do Not Intervene,961.05,Germany,Cologne,7.2
0,0.12877656515976055,Do Not Intervene,1428.74,USA,Phoenix,1.6
1,0.4384537586854364,Trigger Retention Campaign (15% Discount),622.45,Germany,Cologne,1.0
1,0.4953009873095513,Trigger Retention Campaign (15% Discount),1453.41,USA,New York,3.2
0,0.11151059300279868,Do Not Intervene,856.5,India,Hyderabad,2.3
0,0.3706850394513068,Trigger Retention Campaign (15% Discount),1492.76,Australia,Brisbane,3.4
1,0.47573405565836674,Trigger Retention Campaign (15% Discount),836.44,France,Toulouse,0.9
0,0.2153631323373771,Do Not Intervene,1526.71,Canada,Vancouver,2.0
0,0.1001735745192635,Do Not Intervene,1015.02,USA,Phoenix,1.4
0,0.12915833521795958,Do Not Intervene,1324.97,USA,New York,2.7
0,0.13257121233937127,Do Not Intervene,1172.2,India,Delhi,1.0
0,0.16740873693853928,Do Not Intervene,3492.89,Canada,Toronto,2.9
0,0.42831627266727934,Trigger Retention Campaign (15% Discount),465.46,Germany,Berlin,1.0
0,0.44815932475374326,Trigger Retention Campaign (15% Discount),1278.09,UK,Manchester,1.6
0,0.13782318721632783,Do Not Intervene,1080.05,USA,Houston,2.0
0,0.153836181413629,Do Not Intervene,2363.81,USA,Phoenix,2.7
1,0.7915340356248151,Trigger Retention Campaign (15% Discount),1504.06,Japan,Nagoya,1.9
0,0.1752221177692745,Do Not Intervene,2004.77,Australia,Brisbane,2.7
0,0.19633977485337528,Do Not Intervene,810.5,UK,Birmingham,5.1
0,0.1051822052273469,Do Not Intervene,1401.65,France,Toulouse,0.8
1,0.7957617159967385,Trigger Retention Campaign (15% Discount),3046.94,Germany,Munich,0.1
0,0.1896750632080948,Do Not Intervene,2191.83,USA,Los Angeles,5.8
0,0.2497781076546648,Do Not Intervene,1646.38,Canada,Vancouver,2.7
1,0.8374911374956191,Trigger Retention Campaign (15% Discount),2388.57,UK,Glasgow,4.8
0,0.1903271696127976,Do Not Intervene,471.19,USA,Los Angeles,5.7
0,0.14696119731297164,Do Not Intervene,2122.98,UK,Glasgow,3.3
0,0.09930108550289331,Do Not Intervene,1419.37,UK,Manchester,0.6
0,0.22432658167327577,Do Not Intervene,2156.41,India,Mumbai,2.5
0,0.412346009099754,Trigger Retention Campaign (15% Discount),507.83,Germany,Munich,1.2
0,0.13446295362527433,Do Not Intervene,1603.82,Canada,Vancouver,4.0
1,0.8875474344339451,Trigger Retention Campaign (15% Discount),3186.22,UK,Glasgow,0.5
0,0.07897224727242301,Do Not Intervene,2219.41,UK,Glasgow,1.5
0,0.10892889313282327,Do Not Intervene,1175.81,India,Bangalore,4.1
1,0.8853734683412681,Trigger Retention Campaign (15% Discount),102.88,Canada,Calgary,3.1
0,0.15255183435077624,Do Not Intervene,2731.36,Canada,Toronto,10.0
1,0.773671890180058,Trigger Retention Campaign (15% Discount),3748.37,Canada,Ottawa,4.1
0,0.17069919575874726,Do Not Intervene,758.0,UK,Manchester,3.8
0,0.18679983988271132,Do Not Intervene,650.49,UK,London,5.7
0,0.08943083779613753,Do Not Intervene,1861.72,USA,Los Angeles,7.6
0,0.1901927511826109,Do Not Intervene,1103.61,UK,Glasgow,2.6
1,0.7565959219000044,Trigger Retention Campaign (15% Discount),1975.37,USA,Chicago,2.4
0,0.20178024606567557,Do Not Intervene,1638.69,UK,London,2.6
0,0.09316238002245775,Do Not Intervene,1140.25,USA,Los Angeles,2.8
0,0.12934147024884377,Do Not Intervene,1506.02,UK,Glasgow,2.9
0,0.18064145079078434,Do Not Intervene,2787.34,USA,Chicago,2.1
0,0.22733270909062697,Do Not Intervene,2028.07,UK,Leeds,1.8
0,0.08820682524916401,Do Not Intervene,1509.76,USA,New York,5.3
0,0.27277620618145354,Do Not Intervene,1194.85,UK,London,2.0
0,0.09623018003954106,Do Not Intervene,988.0,Germany,Frankfurt,2.4
1,0.943428678838977,Trigger Retention Campaign (15% Discount),2945.94,USA,New York,7.1
0,0.11468390746421185,Do Not Intervene,1539.28,USA,Phoenix,0.2
0,0.1251866730722477,Do Not Intervene,1012.83,USA,Houston,7.5
0,0.1397968467507399,Do Not Intervene,1583.19,UK,Glasgow,0.3
